"count_matching_records","density"
-0.0379975596067261,17.2188905699015
0.0384720981608149,12.0860074204614
0.114941755928356,1.66389466855133
0.191411413695897,1.92126356681048e-08
0.267881071463438,5.4170629975258e-18
0.344350729230979,0
0.42082038699852,0
0.497290044766061,1.0016920139248e-18
0.573759702533602,7.27044650591081e-16
0.650229360301143,6.84387207314048e-16
0.726699018068684,1.56332052045134e-16
0.803168675836225,0
0.879638333603766,2.86566770294756e-09
0.956107991371307,0.24901599752523
1.03257764913885,0.210919669490558
1.10904730690639,0.037444427694904
1.18551696467393,4.32076062797285e-10
1.26198662244147,0
1.33845628020901,0
1.41492593797655,2.78407630719311e-17
1.49139559574409,1.77925595313675e-17
1.56786525351163,0
1.64433491127918,5.84145149128904e-17
1.72080456904672,3.85618702573818e-17
1.79727422681426,1.89529056440596e-16
1.8737438845818,3.88037447880685e-10
1.95021354234934,0.0337111657179591
2.02668320011688,0.0340008229291771
2.10315285788442,0.00750183283150473
2.17962251565196,8.65164636116012e-11
2.2560921734195,0
2.33256183118704,1.43332941530773e-17
2.40903148895459,3.94250813967547e-16
2.48550114672213,2.81896470264181e-16
2.56197080448967,0
2.63844046225721,2.3993953422147e-17
2.71491012002475,1.81878671085962e-17
2.79137977779229,0
2.86784943555983,9.10265959969105e-11
2.94431909332737,0.00790597520126109
3.02078875109491,0.00940507929254379
3.09725840886245,0.00252056700812085
3.17372806663,2.90552352586462e-11
3.25019772439754,0
3.32666738216508,0
3.40313703993262,0
3.47960669770016,0
3.5560763554677,4.94074963061627e-17
3.63254601323524,1.78975334728887e-16
3.70901567100278,1.18525007690707e-16
3.78548532877032,0
3.86195498653786,3.4573617102471e-11
3.9384246443054,0.00300195287141866
4.01489430207295,0.00418418205195727
4.09136395984049,0.0013419669454666
4.16783361760803,1.54630481852831e-11
4.24430327537557,1.24003479513454e-16
4.32077293314311,1.62618075023457e-16
4.39724259091065,4.35207353215437e-17
4.47371224867819,2.90396274623381e-17
4.55018190644573,2.82479672017081e-17
4.62665156421327,2.03008316110661e-17
4.70312122198082,3.60288733933297e-17
4.77959087974836,5.16954913535635e-17
4.8560605375159,1.55020089524207e-11
4.93253019528344,0.00134555094120019
5.00899985305098,0.00218781093304884
5.08546951081852,0.000831613343173317
5.16193916858606,9.57894117882891e-12
5.2384088263536,0
5.31487848412114,8.69141765512173e-17
5.39134814188868,1.46616353437568e-16
5.46781779965622,5.71489544477368e-17
5.54428745742377,0
5.62075711519131,0
5.69722677295885,0
5.77369643072639,1.72303522000786e-16
5.85016608849393,4.66605608897127e-12
5.92663574626147,0.000404831629493786
6.00310540402901,0.000766017427792284
6.07957506179655,0.000343015180053427
6.15604471956409,3.95009685782599e-12
6.23251437733163,9.80041773005453e-17
6.30898403509918,5.47263831124762e-17
6.38545369286672,4.34408395273576e-17
6.46192335063426,3.64686348630155e-17
6.5383930084018,0
6.61486266616934,0
6.69133232393688,5.68218989418313e-17
6.76780198170442,7.46803057307321e-17
6.84427163947196,2.53680729159518e-12
6.9207412972395,0.000220014130145222
6.99721095500704,0.000484165231992167
7.07368061277459,0.000254601321499481
7.15015027054213,2.93090996183324e-12
7.22661992830967,1.06937292549415e-18
7.30308958607721,2.01150936673247e-17
7.37955924384475,3.05401674382327e-17
7.45602890161229,4.64354581550945e-17
7.53249855937983,9.76271654525321e-17
7.60896821714737,6.45741218926488e-17
7.68543787491491,2.51318228272935e-17
7.76190753268245,1.9164060656651e-17
7.83837719045,1.07526402912825e-12
7.91484684821754,9.32084181977526e-05
7.99131650598508,0.000238811105041922
8.06778616375262,0.000147370818541458
8.14425582152016,1.69617279277596e-12
8.2207254792877,1.07320932242345e-16
8.29719513705524,1.56960428328675e-16
8.37366479482278,1.59515737176446e-17
8.45013445259032,0
8.52660411035786,1.87574497117133e-17
8.60307376812541,3.19129104983386e-17
8.67954342589295,0
8.75601308366049,9.15002292642843e-19
8.83248274142803,1.13440001013544e-12
8.90895239919557,9.82746215345129e-05
8.98542205696311,0.000294009666448078
9.06189171473065,0.000213261406810916
9.13836137249819,2.45390131788483e-12
9.21483103026573,2.04927480121258e-16
9.29130068803327,7.1089140477587e-17
9.36777034580082,4.73591698131203e-18
9.44424000356836,9.11952245834465e-18
9.5207096613359,0
9.59717931910344,0
9.67364897687098,1.15675584747804e-17
9.75011863463852,2.33280421505624e-17
9.82658829240606,2.32668697670252e-13
9.9030579501736,2.01423273549701e-05
9.97952760794114,7.07122922162261e-05
10.0559972657087,6.05318040950913e-05
10.1324669234762,6.96412593910769e-13
10.2089365812438,5.89575094087726e-17
10.2854062390113,4.53204818562785e-17
10.3618758967788,1.07726309308665e-16
10.4383455545464,1.57826559125033e-16
10.5148152123139,4.35851847539932e-17
10.5912848700815,0
10.667754527849,0
10.7442241856166,1.64970670721487e-17
10.8206938433841,4.04823867765763e-13
10.8971635011516,3.50030486861091e-05
10.9736331589192,0.000145261263298358
11.0501028166867,0.00014773960586857
11.1265724744543,1.69931044475701e-12
11.2030421322218,1.1627915791606e-17
11.2795117899893,0
11.3559814477569,0
11.4324511055244,1.12472299062348e-17
11.508920763292,3.30987249022784e-17
11.5853904210595,4.08954800028263e-17
11.661860078827,8.98094831501959e-17
11.7383297365946,1.00440620007599e-17
11.8147993943621,4.86646772637189e-14
11.8912690521297,4.20247767913067e-06
11.9677387098972,2.08321733047595e-05
12.0442083676647,2.54274902066496e-05
12.1206780254323,2.92527735173619e-13
12.1971476831998,1.74904182131711e-17
12.2736173409674,1.7896624722865e-17
12.3500869987349,2.19729709416785e-17
12.4265566565025,5.88208169535422e-17
12.50302631427,1.98255592260902e-17
12.5794959720375,7.21700647601148e-17
12.6559656298051,2.6279628074844e-17
12.7324352875726,0
12.8089049453402,5.50615177329512e-14
12.8853746031077,4.74943337443462e-06
12.9618442608752,2.853543600441e-05
13.0383139186428,4.2408342376114e-05
13.1147835764103,4.875179899326e-13
13.1912532341779,7.31388271664818e-17
13.2677228919454,2.07548346012349e-17
13.3441925497129,7.78375229774768e-18
13.4206622074805,6.88042661414514e-18
13.497131865248,1.72160290117535e-18
13.5736015230156,6.77989459072366e-18
13.6500711807831,0
13.7265408385507,0
13.8030104963182,3.9676266705163e-14
13.8794801540857,3.4147771867916e-06
13.9559498118533,2.53833581333331e-05
14.0324194696208,4.68950763990844e-05
14.1088891273884,5.39448409920256e-13
14.1853587851559,1.21683263274151e-17
14.2618284429234,6.74377345356921e-17
14.338298100691,5.46783727732955e-17
14.4147677584585,0
14.4912374162261,0
14.5677070739936,0
14.6441767317611,0
14.7206463895287,2.93701523030819e-17
14.7971160472962,8.94445784239905e-14
14.8735857050638,7.66582651889712e-06
14.9500553628313,7.26400878125186e-05
15.0265250205988,0.000172004791261398
15.1029946783664,1.97742784113785e-12
15.1794643361339,3.14005124189455e-17
15.2559339939015,1.84036535499971e-16
15.332403651669,0
15.4088733094366,2.04928885044449e-17
15.4853429672041,1.27991740125352e-16
15.5618126249716,6.97930902541671e-18
15.6382822827392,4.55543076784336e-17
15.7147519405067,8.82917899241475e-18
15.7912215982743,2.19691606501973e-14
15.8676912560418,1.87246090836179e-06
15.9441609138093,2.36819208478269e-05
16.0206305715769,7.53699004194229e-05
16.0971002293444,8.66475944307682e-13
16.173569887112,0
16.2500395448795,1.67104894788853e-19
16.326509202647,1.35706136394449e-18
16.4029788604146,0
16.4794485181821,3.52389632811863e-17
16.5559181759497,3.10587425311772e-16
16.6323878337172,0
16.7088574914847,4.9199437162771e-18
16.7853271492523,8.62566324376264e-15
16.8617968070198,7.2857036338258e-07
16.9382664647874,1.32916010095437e-05
17.0147361225549,6.1673040207187e-05
17.0912057803225,7.08891799138552e-13
17.16767543809,2.13094177803728e-16
17.2441450958575,2.67830862351613e-17
17.3206147536251,1.04410474784288e-17
17.3970844113926,0
17.4735540691602,0
17.5500237269277,1.64455016948797e-18
17.6264933846952,2.33553945487999e-17
17.7029630424628,0
17.7794327002303,6.13707940834064e-20
17.8559023579979,9.95961084820883e-19
17.9323720157654,0
18.0088416735329,1.43630640168004e-17
18.0853113313005,2.75992978230182e-16
18.161780989068,1.06624625059047e-16
18.2382506468356,2.22405900375175e-16
18.3147203046031,1.34238706988951e-16
18.3911899623706,5.45103834682251e-18
18.4676596201382,1.63508881438655e-17
18.5441292779057,0
18.6205989356733,0
18.6970685934408,1.58315115819481e-18
18.7735382512084,5.79431429822457e-17
18.8500079089759,4.294494351291e-17
18.9264775667434,0
19.002947224511,1.81771103204884e-19
19.0794168822785,1.09516212637305e-17
19.1558865400461,2.20406936782211e-17
19.2323561978136,1.44170291283144e-16
19.3088258555811,1.19976972492691e-16
19.3852955133487,0
19.4617651711162,0
19.5382348288838,0
19.6147044866513,1.73393351353466e-15
19.6911741444188,2.69848484814473e-16
19.7676438021864,2.35609248346258e-18
19.8441134599539,4.77114197021221e-17
19.9205831177215,1.05896328663636e-16
19.997052775489,1.79424105808479e-18
20.0735224332566,8.30074996593456e-17
20.1499920910241,1.86094293712726e-18
20.2264617487916,0
20.3029314065592,0
20.3794010643267,0
20.4558707220943,0
20.5323403798618,0
20.6088100376293,1.03962883404329e-16
20.6852796953969,4.3301206522645e-18
20.7617493531644,0
20.838219010932,0
20.9146886686995,0
20.991158326467,1.38850287194092e-16
21.0676279842346,7.75291863949643e-18
21.1440976420021,0
21.2205672997697,0
21.2970369575372,7.17853603446088e-17
21.3735066153047,4.84310768526898e-18
21.4499762730723,0
21.5264459308398,7.46233554026823e-17
21.6029155886074,2.5990958300425e-17
21.6793852463749,1.61034850857219e-18
21.7558549041425,0
21.83232456191,1.94606228079498e-17
21.9087942196775,1.72124505832377e-18
21.9852638774451,1.6050060675523e-17
22.0617335352126,1.10014160672833e-17
22.1382031929802,9.26449560514666e-19
22.2146728507477,1.46646948036786e-16
22.2911425085152,1.09461129661854e-16
22.3676121662828,2.22878670693104e-16
22.4440818240503,2.34641286804496e-17
22.5205514818179,0
22.5970211395854,6.9885679050103e-18
22.6734907973529,8.3787755754901e-19
22.7499604551205,0
22.826430112888,0
22.9028997706556,4.33295326889205e-13
22.9793694284231,3.76849502097771e-05
23.0558390861907,1.18409604238813e-05
23.1323087439582,9.36230453987409e-07
23.2087784017257,1.09555361100243e-14
23.2852480594933,4.10133581962368e-18
23.3617177172608,0
23.4381873750284,6.7988117400705e-17
23.5146570327959,1.06503035442344e-17
23.5911266905634,1.39718384250513e-17
23.667596348331,6.90508382285666e-17
23.7440660060985,1.11562297914596e-17
23.8205356638661,2.10475742466189e-17
23.8970053216336,2.90109747668724e-16
23.9734749794011,1.03492692228573e-16
24.0499446371687,9.53430565657944e-18
24.1264142949362,0
24.2028839527038,0
24.2793536104713,0
24.3558232682388,0
24.4322929260064,4.35797253969576e-18
24.5087625837739,8.86088097468079e-19
24.5852322415415,0
24.661701899309,5.30241642729043e-17
24.7381715570766,1.0869391573399e-16
24.8146412148441,2.12585141727115e-17
24.8911108726116,0
24.9675805303792,0
25.0440501881467,0
25.1205198459143,1.47329628872905e-16
25.1969895036818,3.50512464623142e-17
25.2734591614493,7.3804084134233e-17
25.3499288192169,3.68221403298627e-17
25.4263984769844,4.66687294616255e-18
25.502868134752,0
25.5793377925195,0
25.655807450287,0
25.7322771080546,0
25.8087467658221,0
25.8852164235897,1.15030246064457e-16
25.9616860813572,3.20642446905785e-17
26.0381557391248,1.1302454854709e-16
26.1146253968923,3.2465037969708e-17
26.1910950546598,0
26.2675647124274,0
26.3440343701949,1.52070056377319e-16
26.4205040279625,1.32701244215511e-16
26.49697368573,8.95619247496121e-17
26.5734433434975,1.9704270490283e-17
26.6499130012651,0
26.7263826590326,5.8750440943804e-17
26.8028523168002,1.92051989479471e-17
26.8793219745677,0
26.9557916323352,2.87724294781699e-17
27.0322612901028,9.8016654006585e-18
27.1087309478703,4.38821871725882e-17
27.1852006056379,1.53587504222335e-17
27.2616702634054,1.55524959402135e-16
27.3381399211729,5.59063366628122e-17
27.4146095789405,5.03727425981276e-17
27.491079236708,1.85911324423202e-17
27.5675488944756,1.02002140863609e-16
27.6440185522431,3.86394917259544e-17
27.7204882100107,9.18792895950234e-17
27.7969578677782,9.36714184572126e-17
27.8734275255457,1.30695943923202e-13
27.9498971833133,1.13645850668065e-05
28.0263668410808,1.11739433306438e-05
28.1028364988484,2.69254220661248e-06
28.1793061566159,3.11331871488649e-14
28.2557758143834,0
28.332245472151,2.88242947373593e-17
28.4087151299185,1.6534042544735e-17
28.4851847876861,1.8047693534271e-18
28.5616544454536,0
28.6381241032211,4.45437888007023e-17
28.7145937609887,2.00923241600552e-17
28.7910634187562,0
28.8675330765238,1.26650150395597e-17
28.9440027342913,5.92152180050016e-18
29.0204723920588,7.1441626042479e-18
29.0969420498264,3.40590073585194e-17
29.1734117075939,2.88405370317075e-17
29.2498813653615,6.86104464690022e-18
29.326351023129,0
29.4028206808966,0
29.4792903386641,1.09094082658328e-16
29.5557599964316,8.24400483034105e-17
29.6322296541992,6.82961921529704e-17
29.7086993119667,2.86649053643246e-17
29.7851689697343,0
29.8616386275018,1.26055796281324e-16
29.9381082852693,6.85131843352618e-17
30.0145779430369,0
30.0910476008044,2.96492718704088e-17
30.167517258572,7.65621806229812e-17
30.2439869163395,4.26804431475031e-17
30.320456574107,4.96161602919308e-18
30.3969262318746,7.65057279196323e-18
30.4733958896421,4.49677676432967e-18
30.5498655474097,0
30.6263352051772,1.7239073502742e-16
30.7028048629447,1.04731334104993e-16
30.7792745207123,0
30.8557441784798,3.2449709018593e-17
30.9322138362474,7.63598609009556e-17
31.0086834940149,6.37309160811677e-17
31.0851531517825,2.13830695718244e-17
31.16162280955,6.6754537480924e-17
31.2380924673175,4.23633328108707e-17
31.3145621250851,0
31.3910317828526,2.36838885506874e-17
31.4675014406202,1.60356416832316e-17
31.5439710983877,1.35816212628618e-16
31.6204407561552,1.26206252629189e-16
31.6969104139228,2.25545139758414e-17
31.7733800716903,0
31.8498497294579,5.95448465516905e-17
31.9263193872254,4.2977270361727e-17
32.002789044993,2.72443754941858e-17
32.0792587027605,3.50732507430748e-17
32.155728360528,8.09004515723482e-17
32.2321980182956,7.90934346583634e-17
32.3086676760631,3.25703255035093e-17
32.3851373338307,9.48700468685877e-18
32.4616069915982,5.89592529212148e-17
32.5380766493657,4.62945900978021e-17
32.6145463071333,0
32.6910159649008,3.02588807988461e-17
32.7674856226684,1.68122290660472e-16
32.8439552804359,6.59764250223481e-14
32.9204249382034,5.7169196675794e-06
32.996894595971,1.27669571298734e-05
33.0733642537385,6.74719382465602e-06
33.1498339115061,7.75594729244726e-14
33.2263035692736,3.91457883731477e-17
33.3027732270412,8.70002422528743e-17
33.3792428848087,1.44460178619536e-16
33.4557125425762,8.70881300413127e-17
33.5321822003438,0
33.6086518581113,4.61140441310558e-17
33.6851215158789,5.97617909697205e-17
33.7615911736464,1.617452384722e-17
33.8380608314139,5.53780115808299e-14
33.9145304891815,4.80701354436027e-06
33.991000146949,1.26463059715095e-05
34.0674698047166,7.77775110539145e-06
34.1439394624841,8.97447630921045e-14
34.2204091202516,8.86385837162099e-17
34.2968787780192,1.26652066660381e-17
34.3733484357867,3.55833479954491e-17
34.4498180935543,3.62050113321374e-17
34.5262877513218,1.22758278891514e-17
34.6027574090893,3.15777748148026e-17
34.6792270668569,1.97583464951013e-17
34.7556967246244,0
34.832166382392,0
34.9086360401595,0
34.985105697927,0
35.0615753556946,1.6305031597463e-17
35.1380450134621,1.8206409346003e-17
35.2145146712297,1.43897028775383e-16
35.2909843289972,1.82391145988806e-16
35.3674539867648,2.11378829892912e-17
35.4439236445323,6.65669723146785e-18
35.5203933022998,7.82841301687546e-18
35.5968629600674,0
35.6733326178349,1.1384543500838e-17
35.7498022756025,1.3812790524392e-17
35.82627193337,1.09224922179613e-16
35.9027415911375,1.46733577507547e-16
35.9792112489051,3.96835390213483e-17
36.0556809066726,3.21166126172679e-17
36.1321505644402,1.96128287963112e-17
36.2086202222077,3.64968102841727e-17
36.2850898799752,1.45697741820362e-17
36.3615595377428,0
36.4380291955103,6.47810501773285e-17
36.5144988532779,8.72805478442268e-17
36.5909685110454,1.28361469656641e-17
36.667438168813,5.35458326268451e-17
36.7439078265805,9.05267953716793e-17
36.820377484348,8.86103718552576e-17
36.8968471421156,5.5658598904671e-17
36.9733167998831,1.56433991559684e-17
37.0497864576507,3.17043614474238e-17
37.1262561154182,9.52422547406028e-17
37.2027257731857,7.22593498235459e-17
37.2791954309533,3.1005614757242e-17
37.3556650887208,4.69681043354789e-17
37.4321347464884,1.37666765143173e-17
37.5086044042559,2.13092245604504e-17
37.5850740620234,0
37.661543719791,5.69030870767548e-18
37.7380133775585,9.09957128308916e-18
37.8144830353261,0
37.8909526930936,1.60344371181955e-17
37.9674223508611,2.64967386394146e-17
38.0438920086287,1.58351092905106e-18
38.1203616663962,2.6750139707756e-18
38.1968313241638,2.03433035664153e-17
38.2733009819313,3.51355756789374e-17
38.3497706396989,8.69249721175746e-18
38.4262402974664,8.31551501877558e-17
38.5027099552339,1.21092801241846e-16
38.5791796130015,3.06269556016494e-17
38.655649270769,5.59419335261875e-17
38.7321189285366,0
38.8085885863041,1.56582544118471e-14
38.8850582440716,1.35561771156405e-06
38.9615279018392,9.84678058708588e-06
39.0379975596067,1.40286722899021e-05
